sample: 0, mc_sample: 1, mean reward: -35.644, std reward: 0.0
sample: 410, mc_sample: 1, mean reward: -20.846, std reward: 0.0
sample: 411, mc_sample: 1, mean reward: -11.122, std reward: 0.0
sample: 412, mc_sample: 1, mean reward: -7.201, std reward: 0.0
sample: 413, mc_sample: 1, mean reward: -24.469, std reward: 0.0
sample: 414, mc_sample: 1, mean reward: -20.186, std reward: 0.0
sample: 415, mc_sample: 1, mean reward: -55.727, std reward: 0.0
sample: 416, mc_sample: 1, mean reward: -29.811, std reward: 0.0
sample: 417, mc_sample: 1, mean reward: -36.916, std reward: 0.0
sample: 418, mc_sample: 1, mean reward: -19.885, std reward: 0.0
sample: 419, mc_sample: 1, mean reward: -32.389, std reward: 0.0
sample: 420, mc_sample: 1, mean reward: -12.247, std reward: 0.0
sample: 421, mc_sample: 1, mean reward: -10.722, std reward: 0.0
sample: 422, mc_sample: 1, mean reward: -6.252, std reward: 0.0
sample: 423, mc_sample: 1, mean reward: -19.811, std reward: 0.0
sample: 424, mc_sample: 1, mean reward: -31.233, std reward: 0.0
sample: 425, mc_sample: 1, mean reward: -20.28, std reward: 0.0
sample: 426, mc_sample: 1, mean reward: -13.207, std reward: 0.0
sample: 427, mc_sample: 1, mean reward: -23.831, std reward: 0.0
sample: 428, mc_sample: 1, mean reward: -24.218, std reward: 0.0
sample: 429, mc_sample: 1, mean reward: -27.345, std reward: 0.0
sample: 430, mc_sample: 1, mean reward: -26.567, std reward: 0.0
sample: 431, mc_sample: 1, mean reward: -24.428, std reward: 0.0
sample: 432, mc_sample: 1, mean reward: -12.468, std reward: 0.0
sample: 433, mc_sample: 1, mean reward: -32.102, std reward: 0.0
sample: 434, mc_sample: 1, mean reward: -18.381, std reward: 0.0
sample: 435, mc_sample: 1, mean reward: -45.565, std reward: 0.0
sample: 436, mc_sample: 1, mean reward: -25.325, std reward: 0.0
sample: 437, mc_sample: 1, mean reward: -34.157, std reward: 0.0
sample: 438, mc_sample: 1, mean reward: -26.071, std reward: 0.0
sample: 439, mc_sample: 1, mean reward: -34.452, std reward: 0.0
sample: 440, mc_sample: 1, mean reward: -34.409, std reward: 0.0
sample: 441, mc_sample: 1, mean reward: -20.354, std reward: 0.0
sample: 442, mc_sample: 1, mean reward: -32.582, std reward: 0.0
sample: 443, mc_sample: 1, mean reward: -7.75, std reward: 0.0
sample: 444, mc_sample: 1, mean reward: -13.381, std reward: 0.0
sample: 445, mc_sample: 1, mean reward: -15.165, std reward: 0.0
sample: 446, mc_sample: 1, mean reward: -21.636, std reward: 0.0
sample: 447, mc_sample: 1, mean reward: -18.327, std reward: 0.0
sample: 448, mc_sample: 1, mean reward: -25.42, std reward: 0.0
sample: 449, mc_sample: 1, mean reward: -51.942, std reward: 0.0
sample: 450, mc_sample: 1, mean reward: -15.126, std reward: 0.0
sample: 451, mc_sample: 1, mean reward: -48.237, std reward: 0.0
sample: 452, mc_sample: 1, mean reward: -22.711, std reward: 0.0
sample: 453, mc_sample: 1, mean reward: -41.545, std reward: 0.0
sample: 454, mc_sample: 1, mean reward: -26.244, std reward: 0.0
sample: 455, mc_sample: 1, mean reward: -33.943, std reward: 0.0
sample: 456, mc_sample: 1, mean reward: -19.823, std reward: 0.0
sample: 457, mc_sample: 1, mean reward: -40.675, std reward: 0.0
sample: 458, mc_sample: 1, mean reward: -30.078, std reward: 0.0
sample: 459, mc_sample: 1, mean reward: -16.159, std reward: 0.0
sample: 460, mc_sample: 1, mean reward: -30.364, std reward: 0.0
sample: 461, mc_sample: 1, mean reward: -22.35, std reward: 0.0
sample: 462, mc_sample: 1, mean reward: -22.612, std reward: 0.0
sample: 463, mc_sample: 1, mean reward: -24.399, std reward: 0.0
sample: 464, mc_sample: 1, mean reward: -28.198, std reward: 0.0
sample: 465, mc_sample: 1, mean reward: -8.466, std reward: 0.0
sample: 466, mc_sample: 1, mean reward: -12.384, std reward: 0.0
sample: 467, mc_sample: 1, mean reward: -23.531, std reward: 0.0
sample: 468, mc_sample: 1, mean reward: -43.269, std reward: 0.0
sample: 469, mc_sample: 1, mean reward: -46.004, std reward: 0.0
sample: 470, mc_sample: 1, mean reward: -50.436, std reward: 0.0
sample: 471, mc_sample: 1, mean reward: -30.653, std reward: 0.0
sample: 472, mc_sample: 1, mean reward: -29.166, std reward: 0.0
sample: 473, mc_sample: 1, mean reward: -27.064, std reward: 0.0
sample: 474, mc_sample: 1, mean reward: -34.034, std reward: 0.0
sample: 475, mc_sample: 1, mean reward: -28.625, std reward: 0.0
sample: 476, mc_sample: 1, mean reward: -43.984, std reward: 0.0
sample: 477, mc_sample: 1, mean reward: -56.802, std reward: 0.0
sample: 478, mc_sample: 1, mean reward: -24.641, std reward: 0.0
sample: 479, mc_sample: 1, mean reward: -19.751, std reward: 0.0
sample: 480, mc_sample: 1, mean reward: -22.716, std reward: 0.0
sample: 481, mc_sample: 1, mean reward: -52.356, std reward: 0.0
sample: 482, mc_sample: 1, mean reward: -12.593, std reward: 0.0
sample: 483, mc_sample: 1, mean reward: -52.416, std reward: 0.0
sample: 484, mc_sample: 1, mean reward: -15.696, std reward: 0.0
sample: 485, mc_sample: 1, mean reward: -30.328, std reward: 0.0
sample: 486, mc_sample: 1, mean reward: -27.286, std reward: 0.0
sample: 487, mc_sample: 1, mean reward: -67.979, std reward: 0.0
sample: 488, mc_sample: 1, mean reward: -7.043, std reward: 0.0
sample: 489, mc_sample: 1, mean reward: -30.634, std reward: 0.0
sample: 490, mc_sample: 1, mean reward: -34.2, std reward: 0.0
sample: 491, mc_sample: 1, mean reward: -22.032, std reward: 0.0
sample: 492, mc_sample: 1, mean reward: -31.31, std reward: 0.0
sample: 493, mc_sample: 1, mean reward: -37.704, std reward: 0.0
sample: 494, mc_sample: 1, mean reward: -72.243, std reward: 0.0
sample: 495, mc_sample: 1, mean reward: -63.283, std reward: 0.0
sample: 496, mc_sample: 1, mean reward: -11.691, std reward: 0.0
sample: 497, mc_sample: 1, mean reward: -25.583, std reward: 0.0
sample: 498, mc_sample: 1, mean reward: -28.966, std reward: 0.0
sample: 499, mc_sample: 1, mean reward: -31.891, std reward: 0.0
sample: 500, mc_sample: 1, mean reward: -17.618, std reward: 0.0
sample: 501, mc_sample: 1, mean reward: -22.993, std reward: 0.0
sample: 502, mc_sample: 1, mean reward: -37.569, std reward: 0.0
sample: 503, mc_sample: 1, mean reward: -16.295, std reward: 0.0
sample: 504, mc_sample: 1, mean reward: -25.443, std reward: 0.0
sample: 505, mc_sample: 1, mean reward: -27.832, std reward: 0.0
sample: 506, mc_sample: 1, mean reward: -39.308, std reward: 0.0
sample: 507, mc_sample: 1, mean reward: -36.473, std reward: 0.0
sample: 508, mc_sample: 1, mean reward: -26.7, std reward: 0.0
sample: 509, mc_sample: 1, mean reward: -37.345, std reward: 0.0
sample: 510, mc_sample: 1, mean reward: -22.107, std reward: 0.0
sample: 511, mc_sample: 1, mean reward: -12.587, std reward: 0.0
sample: 512, mc_sample: 1, mean reward: -31.244, std reward: 0.0
sample: 513, mc_sample: 1, mean reward: -10.477, std reward: 0.0
sample: 514, mc_sample: 1, mean reward: -27.678, std reward: 0.0
sample: 515, mc_sample: 1, mean reward: -13.844, std reward: 0.0
sample: 516, mc_sample: 1, mean reward: -27.154, std reward: 0.0
sample: 517, mc_sample: 1, mean reward: -23.426, std reward: 0.0
sample: 518, mc_sample: 1, mean reward: -38.995, std reward: 0.0
sample: 519, mc_sample: 1, mean reward: -19.418, std reward: 0.0
sample: 520, mc_sample: 1, mean reward: -8.628, std reward: 0.0
sample: 521, mc_sample: 1, mean reward: -42.558, std reward: 0.0
sample: 522, mc_sample: 1, mean reward: -45.333, std reward: 0.0
sample: 523, mc_sample: 1, mean reward: -67.716, std reward: 0.0
sample: 524, mc_sample: 1, mean reward: -42.619, std reward: 0.0
sample: 525, mc_sample: 1, mean reward: -15.801, std reward: 0.0
sample: 526, mc_sample: 1, mean reward: -33.002, std reward: 0.0
sample: 527, mc_sample: 1, mean reward: -42.451, std reward: 0.0
sample: 528, mc_sample: 1, mean reward: -11.6, std reward: 0.0
sample: 529, mc_sample: 1, mean reward: -9.206, std reward: 0.0
sample: 530, mc_sample: 1, mean reward: -27.315, std reward: 0.0
sample: 531, mc_sample: 1, mean reward: -32.209, std reward: 0.0
sample: 532, mc_sample: 1, mean reward: -52.468, std reward: 0.0
sample: 533, mc_sample: 1, mean reward: -26.404, std reward: 0.0
sample: 534, mc_sample: 1, mean reward: -38.7, std reward: 0.0
sample: 535, mc_sample: 1, mean reward: -46.134, std reward: 0.0
sample: 536, mc_sample: 1, mean reward: -14.781, std reward: 0.0
sample: 537, mc_sample: 1, mean reward: -36.764, std reward: 0.0
sample: 538, mc_sample: 1, mean reward: -32.287, std reward: 0.0
sample: 539, mc_sample: 1, mean reward: -22.067, std reward: 0.0
sample: 540, mc_sample: 1, mean reward: -38.226, std reward: 0.0
sample: 541, mc_sample: 1, mean reward: -48.4, std reward: 0.0
sample: 542, mc_sample: 1, mean reward: -55.567, std reward: 0.0
sample: 543, mc_sample: 1, mean reward: -44.525, std reward: 0.0
sample: 544, mc_sample: 1, mean reward: -24.183, std reward: 0.0
sample: 545, mc_sample: 1, mean reward: -30.581, std reward: 0.0
sample: 546, mc_sample: 1, mean reward: -18.005, std reward: 0.0
sample: 547, mc_sample: 1, mean reward: -36.485, std reward: 0.0
sample: 548, mc_sample: 1, mean reward: -47.756, std reward: 0.0
sample: 549, mc_sample: 1, mean reward: -28.238, std reward: 0.0
sample: 550, mc_sample: 1, mean reward: -40.23, std reward: 0.0
sample: 551, mc_sample: 1, mean reward: -47.339, std reward: 0.0
sample: 552, mc_sample: 1, mean reward: -20.817, std reward: 0.0
sample: 553, mc_sample: 1, mean reward: -28.433, std reward: 0.0
sample: 554, mc_sample: 1, mean reward: -35.552, std reward: 0.0
sample: 555, mc_sample: 1, mean reward: -54.451, std reward: 0.0
sample: 556, mc_sample: 1, mean reward: -75.541, std reward: 0.0
sample: 557, mc_sample: 1, mean reward: -34.374, std reward: 0.0
sample: 558, mc_sample: 1, mean reward: -56.955, std reward: 0.0
sample: 559, mc_sample: 1, mean reward: -14.93, std reward: 0.0
sample: 560, mc_sample: 1, mean reward: -11.823, std reward: 0.0
sample: 561, mc_sample: 1, mean reward: -11.991, std reward: 0.0
sample: 562, mc_sample: 1, mean reward: -30.901, std reward: 0.0
sample: 563, mc_sample: 1, mean reward: -36.356, std reward: 0.0
sample: 564, mc_sample: 1, mean reward: -25.381, std reward: 0.0
sample: 565, mc_sample: 1, mean reward: -17.839, std reward: 0.0
sample: 566, mc_sample: 1, mean reward: -56.019, std reward: 0.0
sample: 567, mc_sample: 1, mean reward: -35.309, std reward: 0.0
sample: 568, mc_sample: 1, mean reward: -29.593, std reward: 0.0
sample: 569, mc_sample: 1, mean reward: -46.466, std reward: 0.0
sample: 570, mc_sample: 1, mean reward: -48.827, std reward: 0.0
sample: 571, mc_sample: 1, mean reward: -18.561, std reward: 0.0
sample: 572, mc_sample: 1, mean reward: -63.504, std reward: 0.0
sample: 573, mc_sample: 1, mean reward: -57.809, std reward: 0.0
sample: 574, mc_sample: 1, mean reward: -32.523, std reward: 0.0
sample: 575, mc_sample: 1, mean reward: -56.244, std reward: 0.0
sample: 576, mc_sample: 1, mean reward: -27.253, std reward: 0.0
sample: 577, mc_sample: 1, mean reward: -22.492, std reward: 0.0
sample: 578, mc_sample: 1, mean reward: -42.749, std reward: 0.0
sample: 579, mc_sample: 1, mean reward: -30.952, std reward: 0.0
sample: 580, mc_sample: 1, mean reward: -15.293, std reward: 0.0
sample: 581, mc_sample: 1, mean reward: -16.167, std reward: 0.0
sample: 582, mc_sample: 1, mean reward: -30.919, std reward: 0.0
sample: 583, mc_sample: 1, mean reward: -9.78, std reward: 0.0
sample: 584, mc_sample: 1, mean reward: -22.97, std reward: 0.0
sample: 585, mc_sample: 1, mean reward: -28.08, std reward: 0.0
sample: 586, mc_sample: 1, mean reward: -21.198, std reward: 0.0
sample: 587, mc_sample: 1, mean reward: -35.488, std reward: 0.0
sample: 588, mc_sample: 1, mean reward: -44.637, std reward: 0.0
sample: 589, mc_sample: 1, mean reward: -74.062, std reward: 0.0
sample: 590, mc_sample: 1, mean reward: -15.924, std reward: 0.0
sample: 591, mc_sample: 1, mean reward: -31.91, std reward: 0.0
sample: 592, mc_sample: 1, mean reward: -21.729, std reward: 0.0
sample: 593, mc_sample: 1, mean reward: -32.134, std reward: 0.0
sample: 594, mc_sample: 1, mean reward: -50.77, std reward: 0.0
sample: 595, mc_sample: 1, mean reward: -20.23, std reward: 0.0
sample: 596, mc_sample: 1, mean reward: -44.594, std reward: 0.0
sample: 597, mc_sample: 1, mean reward: -44.522, std reward: 0.0
sample: 598, mc_sample: 1, mean reward: -31.659, std reward: 0.0
sample: 599, mc_sample: 1, mean reward: -16.227, std reward: 0.0
sample: 600, mc_sample: 1, mean reward: -39.315, std reward: 0.0
sample: 601, mc_sample: 1, mean reward: -31.872, std reward: 0.0
sample: 602, mc_sample: 1, mean reward: -54.959, std reward: 0.0
sample: 603, mc_sample: 1, mean reward: -43.332, std reward: 0.0
sample: 604, mc_sample: 1, mean reward: -58.106, std reward: 0.0
sample: 605, mc_sample: 1, mean reward: -36.368, std reward: 0.0
sample: 606, mc_sample: 1, mean reward: -55.389, std reward: 0.0
sample: 607, mc_sample: 1, mean reward: -14.68, std reward: 0.0
sample: 608, mc_sample: 1, mean reward: -40.306, std reward: 0.0
sample: 609, mc_sample: 1, mean reward: -54.207, std reward: 0.0
sample: 610, mc_sample: 1, mean reward: -78.098, std reward: 0.0
sample: 611, mc_sample: 1, mean reward: -16.726, std reward: 0.0
sample: 612, mc_sample: 1, mean reward: -16.412, std reward: 0.0
sample: 613, mc_sample: 1, mean reward: -72.229, std reward: 0.0
sample: 614, mc_sample: 1, mean reward: -17.345, std reward: 0.0
sample: 615, mc_sample: 1, mean reward: -41.755, std reward: 0.0
sample: 616, mc_sample: 1, mean reward: -17.497, std reward: 0.0
sample: 617, mc_sample: 1, mean reward: -11.46, std reward: 0.0
sample: 618, mc_sample: 1, mean reward: -61.973, std reward: 0.0
sample: 619, mc_sample: 1, mean reward: -14.559, std reward: 0.0
sample: 620, mc_sample: 1, mean reward: -39.871, std reward: 0.0
sample: 621, mc_sample: 1, mean reward: -36.134, std reward: 0.0
sample: 622, mc_sample: 1, mean reward: -16.435, std reward: 0.0
sample: 623, mc_sample: 1, mean reward: -12.308, std reward: 0.0
sample: 624, mc_sample: 1, mean reward: -56.746, std reward: 0.0
sample: 625, mc_sample: 1, mean reward: -40.971, std reward: 0.0
sample: 626, mc_sample: 1, mean reward: -42.774, std reward: 0.0
sample: 627, mc_sample: 1, mean reward: -69.083, std reward: 0.0
sample: 628, mc_sample: 1, mean reward: -43.013, std reward: 0.0
sample: 629, mc_sample: 1, mean reward: -62.651, std reward: 0.0
sample: 630, mc_sample: 1, mean reward: -22.471, std reward: 0.0
sample: 631, mc_sample: 1, mean reward: -14.282, std reward: 0.0
sample: 632, mc_sample: 1, mean reward: -31.404, std reward: 0.0
sample: 633, mc_sample: 1, mean reward: -70.547, std reward: 0.0
sample: 634, mc_sample: 1, mean reward: -21.593, std reward: 0.0
sample: 635, mc_sample: 1, mean reward: -22.472, std reward: 0.0
sample: 636, mc_sample: 1, mean reward: -69.234, std reward: 0.0
sample: 637, mc_sample: 1, mean reward: -67.333, std reward: 0.0
sample: 638, mc_sample: 1, mean reward: -12.92, std reward: 0.0
sample: 639, mc_sample: 1, mean reward: -22.301, std reward: 0.0
sample: 640, mc_sample: 1, mean reward: -75.383, std reward: 0.0
sample: 641, mc_sample: 1, mean reward: -32.47, std reward: 0.0
sample: 642, mc_sample: 1, mean reward: -34.356, std reward: 0.0
sample: 643, mc_sample: 1, mean reward: -36.305, std reward: 0.0
sample: 644, mc_sample: 1, mean reward: -37.289, std reward: 0.0
sample: 645, mc_sample: 1, mean reward: -43.674, std reward: 0.0
sample: 646, mc_sample: 1, mean reward: -48.554, std reward: 0.0
sample: 647, mc_sample: 1, mean reward: -24.127, std reward: 0.0
sample: 648, mc_sample: 1, mean reward: -26.262, std reward: 0.0
sample: 649, mc_sample: 1, mean reward: -51.495, std reward: 0.0
sample: 650, mc_sample: 1, mean reward: -14.966, std reward: 0.0
sample: 651, mc_sample: 1, mean reward: -69.807, std reward: 0.0
sample: 652, mc_sample: 1, mean reward: -20.48, std reward: 0.0
sample: 653, mc_sample: 1, mean reward: -17.921, std reward: 0.0
sample: 654, mc_sample: 1, mean reward: -71.972, std reward: 0.0
sample: 655, mc_sample: 1, mean reward: -100.85, std reward: 0.0
sample: 656, mc_sample: 1, mean reward: -51.133, std reward: 0.0
sample: 657, mc_sample: 1, mean reward: -19.255, std reward: 0.0
sample: 658, mc_sample: 1, mean reward: -51.481, std reward: 0.0
sample: 659, mc_sample: 1, mean reward: -44.115, std reward: 0.0
sample: 660, mc_sample: 1, mean reward: -45.843, std reward: 0.0
sample: 661, mc_sample: 1, mean reward: -49.705, std reward: 0.0
sample: 662, mc_sample: 1, mean reward: -72.112, std reward: 0.0
sample: 663, mc_sample: 1, mean reward: -25.682, std reward: 0.0
sample: 664, mc_sample: 1, mean reward: -46.353, std reward: 0.0
sample: 665, mc_sample: 1, mean reward: -20.184, std reward: 0.0
sample: 666, mc_sample: 1, mean reward: -14.722, std reward: 0.0
sample: 667, mc_sample: 1, mean reward: -53.76, std reward: 0.0
sample: 668, mc_sample: 1, mean reward: -72.478, std reward: 0.0
sample: 669, mc_sample: 1, mean reward: -19.493, std reward: 0.0
sample: 670, mc_sample: 1, mean reward: -99.532, std reward: 0.0
sample: 671, mc_sample: 1, mean reward: -69.688, std reward: 0.0
sample: 672, mc_sample: 1, mean reward: -21.179, std reward: 0.0
sample: 673, mc_sample: 1, mean reward: -38.594, std reward: 0.0
sample: 674, mc_sample: 1, mean reward: -131.278, std reward: 0.0
sample: 675, mc_sample: 1, mean reward: -29.173, std reward: 0.0
sample: 676, mc_sample: 1, mean reward: -23.829, std reward: 0.0
sample: 677, mc_sample: 1, mean reward: -40.557, std reward: 0.0
sample: 678, mc_sample: 1, mean reward: -11.006, std reward: 0.0
sample: 679, mc_sample: 1, mean reward: -51.169, std reward: 0.0
sample: 680, mc_sample: 1, mean reward: -68.435, std reward: 0.0
sample: 681, mc_sample: 1, mean reward: -60.806, std reward: 0.0
sample: 682, mc_sample: 1, mean reward: -12.211, std reward: 0.0
sample: 683, mc_sample: 1, mean reward: -14.09, std reward: 0.0
sample: 684, mc_sample: 1, mean reward: -12.151, std reward: 0.0
sample: 685, mc_sample: 1, mean reward: -46.608, std reward: 0.0
sample: 686, mc_sample: 1, mean reward: -56.244, std reward: 0.0
sample: 687, mc_sample: 1, mean reward: -39.61, std reward: 0.0
sample: 688, mc_sample: 1, mean reward: -82.095, std reward: 0.0
sample: 689, mc_sample: 1, mean reward: -43.725, std reward: 0.0
sample: 690, mc_sample: 1, mean reward: -17.949, std reward: 0.0
sample: 691, mc_sample: 1, mean reward: -67.457, std reward: 0.0
sample: 692, mc_sample: 1, mean reward: -66.585, std reward: 0.0
sample: 693, mc_sample: 1, mean reward: -25.778, std reward: 0.0
sample: 694, mc_sample: 1, mean reward: -17.965, std reward: 0.0
sample: 695, mc_sample: 1, mean reward: -18.376, std reward: 0.0
sample: 696, mc_sample: 1, mean reward: -38.341, std reward: 0.0
sample: 697, mc_sample: 1, mean reward: -11.083, std reward: 0.0
sample: 698, mc_sample: 1, mean reward: -14.887, std reward: 0.0
sample: 699, mc_sample: 1, mean reward: -29.462, std reward: 0.0
sample: 700, mc_sample: 1, mean reward: -45.541, std reward: 0.0
sample: 701, mc_sample: 1, mean reward: -66.616, std reward: 0.0
sample: 702, mc_sample: 1, mean reward: -35.832, std reward: 0.0
sample: 703, mc_sample: 1, mean reward: -17.178, std reward: 0.0
sample: 704, mc_sample: 1, mean reward: -30.126, std reward: 0.0
sample: 705, mc_sample: 1, mean reward: -37.084, std reward: 0.0
sample: 706, mc_sample: 1, mean reward: -90.491, std reward: 0.0
sample: 707, mc_sample: 1, mean reward: -53.32, std reward: 0.0
sample: 708, mc_sample: 1, mean reward: -22.796, std reward: 0.0
sample: 709, mc_sample: 1, mean reward: -22.489, std reward: 0.0
sample: 710, mc_sample: 1, mean reward: -25.402, std reward: 0.0
sample: 711, mc_sample: 1, mean reward: -21.0, std reward: 0.0
sample: 712, mc_sample: 1, mean reward: -24.5, std reward: 0.0
sample: 713, mc_sample: 1, mean reward: -25.505, std reward: 0.0
sample: 714, mc_sample: 1, mean reward: -47.258, std reward: 0.0
sample: 715, mc_sample: 1, mean reward: -61.354, std reward: 0.0
sample: 716, mc_sample: 1, mean reward: -21.836, std reward: 0.0
sample: 717, mc_sample: 1, mean reward: -47.025, std reward: 0.0
sample: 718, mc_sample: 1, mean reward: -48.378, std reward: 0.0
sample: 719, mc_sample: 1, mean reward: -15.841, std reward: 0.0
sample: 720, mc_sample: 1, mean reward: -15.416, std reward: 0.0
sample: 721, mc_sample: 1, mean reward: -22.036, std reward: 0.0
sample: 722, mc_sample: 1, mean reward: -19.116, std reward: 0.0
sample: 723, mc_sample: 1, mean reward: -15.98, std reward: 0.0
sample: 724, mc_sample: 1, mean reward: -20.615, std reward: 0.0
sample: 725, mc_sample: 1, mean reward: -67.125, std reward: 0.0
sample: 726, mc_sample: 1, mean reward: -40.046, std reward: 0.0
sample: 727, mc_sample: 1, mean reward: -11.251, std reward: 0.0
sample: 728, mc_sample: 1, mean reward: -48.409, std reward: 0.0
sample: 729, mc_sample: 1, mean reward: -15.249, std reward: 0.0
sample: 730, mc_sample: 1, mean reward: -19.621, std reward: 0.0
sample: 731, mc_sample: 1, mean reward: -18.868, std reward: 0.0
sample: 732, mc_sample: 1, mean reward: -39.746, std reward: 0.0
sample: 733, mc_sample: 1, mean reward: -47.945, std reward: 0.0
sample: 734, mc_sample: 1, mean reward: -14.702, std reward: 0.0
sample: 735, mc_sample: 1, mean reward: -28.693, std reward: 0.0
sample: 736, mc_sample: 1, mean reward: -49.857, std reward: 0.0
sample: 737, mc_sample: 1, mean reward: -44.674, std reward: 0.0
sample: 738, mc_sample: 1, mean reward: -40.543, std reward: 0.0
sample: 739, mc_sample: 1, mean reward: -18.204, std reward: 0.0
sample: 740, mc_sample: 1, mean reward: -15.974, std reward: 0.0
sample: 741, mc_sample: 1, mean reward: -44.903, std reward: 0.0
sample: 742, mc_sample: 1, mean reward: -46.498, std reward: 0.0
sample: 743, mc_sample: 1, mean reward: -19.064, std reward: 0.0
sample: 744, mc_sample: 1, mean reward: -23.039, std reward: 0.0
sample: 745, mc_sample: 1, mean reward: -21.214, std reward: 0.0
sample: 746, mc_sample: 1, mean reward: -83.003, std reward: 0.0
sample: 747, mc_sample: 1, mean reward: -47.326, std reward: 0.0
sample: 748, mc_sample: 1, mean reward: -22.516, std reward: 0.0
sample: 749, mc_sample: 1, mean reward: -39.129, std reward: 0.0
sample: 750, mc_sample: 1, mean reward: -14.724, std reward: 0.0
sample: 751, mc_sample: 1, mean reward: -44.922, std reward: 0.0
sample: 752, mc_sample: 1, mean reward: -45.087, std reward: 0.0
sample: 753, mc_sample: 1, mean reward: -51.758, std reward: 0.0
sample: 754, mc_sample: 1, mean reward: -14.314, std reward: 0.0
sample: 755, mc_sample: 1, mean reward: -72.515, std reward: 0.0
sample: 756, mc_sample: 1, mean reward: -24.348, std reward: 0.0
sample: 757, mc_sample: 1, mean reward: -58.552, std reward: 0.0
sample: 758, mc_sample: 1, mean reward: -54.043, std reward: 0.0
sample: 759, mc_sample: 1, mean reward: -17.938, std reward: 0.0
sample: 760, mc_sample: 1, mean reward: -53.786, std reward: 0.0
sample: 761, mc_sample: 1, mean reward: -34.575, std reward: 0.0
sample: 762, mc_sample: 1, mean reward: -63.394, std reward: 0.0
sample: 763, mc_sample: 1, mean reward: -73.532, std reward: 0.0
sample: 764, mc_sample: 1, mean reward: -46.226, std reward: 0.0
sample: 765, mc_sample: 1, mean reward: -81.642, std reward: 0.0
sample: 766, mc_sample: 1, mean reward: -76.99, std reward: 0.0
sample: 767, mc_sample: 1, mean reward: -47.115, std reward: 0.0
sample: 768, mc_sample: 1, mean reward: -80.808, std reward: 0.0
sample: 769, mc_sample: 1, mean reward: -81.959, std reward: 0.0
sample: 770, mc_sample: 1, mean reward: -85.142, std reward: 0.0
sample: 771, mc_sample: 1, mean reward: -53.13, std reward: 0.0
sample: 772, mc_sample: 1, mean reward: -23.95, std reward: 0.0
sample: 773, mc_sample: 1, mean reward: -85.444, std reward: 0.0
sample: 774, mc_sample: 1, mean reward: -44.313, std reward: 0.0
sample: 775, mc_sample: 1, mean reward: -16.9, std reward: 0.0
sample: 776, mc_sample: 1, mean reward: -56.372, std reward: 0.0
sample: 777, mc_sample: 1, mean reward: -18.005, std reward: 0.0
sample: 778, mc_sample: 1, mean reward: -21.395, std reward: 0.0
sample: 779, mc_sample: 1, mean reward: -19.376, std reward: 0.0
sample: 780, mc_sample: 1, mean reward: -82.098, std reward: 0.0
sample: 781, mc_sample: 1, mean reward: -18.24, std reward: 0.0
sample: 782, mc_sample: 1, mean reward: -29.509, std reward: 0.0
sample: 783, mc_sample: 1, mean reward: -61.762, std reward: 0.0
sample: 784, mc_sample: 1, mean reward: -66.789, std reward: 0.0
sample: 785, mc_sample: 1, mean reward: -21.677, std reward: 0.0
sample: 786, mc_sample: 1, mean reward: -31.053, std reward: 0.0
sample: 787, mc_sample: 1, mean reward: -19.025, std reward: 0.0
sample: 788, mc_sample: 1, mean reward: -24.27, std reward: 0.0
sample: 789, mc_sample: 1, mean reward: -79.036, std reward: 0.0
sample: 790, mc_sample: 1, mean reward: -106.452, std reward: 0.0
sample: 791, mc_sample: 1, mean reward: -98.501, std reward: 0.0
sample: 792, mc_sample: 1, mean reward: -46.743, std reward: 0.0
sample: 793, mc_sample: 1, mean reward: -60.666, std reward: 0.0
sample: 794, mc_sample: 1, mean reward: -47.887, std reward: 0.0
sample: 795, mc_sample: 1, mean reward: -19.015, std reward: 0.0
sample: 796, mc_sample: 1, mean reward: -28.82, std reward: 0.0
sample: 797, mc_sample: 1, mean reward: -17.52, std reward: 0.0
sample: 798, mc_sample: 1, mean reward: -18.303, std reward: 0.0
sample: 799, mc_sample: 1, mean reward: -20.927, std reward: 0.0
sample: 800, mc_sample: 1, mean reward: -110.511, std reward: 0.0
sample: 801, mc_sample: 1, mean reward: -26.877, std reward: 0.0
sample: 802, mc_sample: 1, mean reward: -72.052, std reward: 0.0
sample: 803, mc_sample: 1, mean reward: -94.466, std reward: 0.0
sample: 804, mc_sample: 1, mean reward: -131.583, std reward: 0.0
sample: 805, mc_sample: 1, mean reward: -99.303, std reward: 0.0
sample: 806, mc_sample: 1, mean reward: -20.943, std reward: 0.0
sample: 807, mc_sample: 1, mean reward: -21.381, std reward: 0.0
sample: 808, mc_sample: 1, mean reward: -26.737, std reward: 0.0
sample: 809, mc_sample: 1, mean reward: -21.224, std reward: 0.0
sample: 810, mc_sample: 1, mean reward: -47.823, std reward: 0.0
sample: 811, mc_sample: 1, mean reward: -62.369, std reward: 0.0
sample: 812, mc_sample: 1, mean reward: -60.61, std reward: 0.0
sample: 813, mc_sample: 1, mean reward: -59.464, std reward: 0.0
sample: 814, mc_sample: 1, mean reward: -56.362, std reward: 0.0
sample: 815, mc_sample: 1, mean reward: -22.918, std reward: 0.0
sample: 816, mc_sample: 1, mean reward: -28.344, std reward: 0.0
sample: 817, mc_sample: 1, mean reward: -130.528, std reward: 0.0
sample: 818, mc_sample: 1, mean reward: -15.495, std reward: 0.0
sample: 819, mc_sample: 1, mean reward: -66.441, std reward: 0.0
